rank,star,status,status_datetime,officer_id,trr_id
OFFICER,4502,,2015-12-27 11:53:00 AM,23701,92925
SERGEANT,1543,,2015-12-27 12:02:00 AM,3785,83966
LIEUTENANT,330,,2015-12-27 02:36:00 AM,27736,64633
OFFICER,17679,,2015-12-27 11:49:00 AM,29341,26541
SERGEANT,1543,,2015-12-27 11:50:00 AM,3785,83966
LIEUTENANT,330,,2015-12-27 02:36:00 AM,27736,64633
OFFICER,18637,,2015-12-27 02:31:00 AM,23620,94928
OFFICER,8277,,2015-12-27 01:38:00 AM,12353,86608
LIEUTENANT,495,,2015-12-27 02:04:00 AM,1097,40499
OFFICER,11321,,2015-12-27 06:24:00 AM,4252,87829
LIEUTENANT,537,,2015-12-27 09:25:00 AM,21309,80370
CAPTAIN,93,,2015-12-27 09:26:00 AM,6224,92419
CAPTAIN,93,,2015-12-27 09:41:00 AM,6224,92419
OFFICER,3909,,2015-12-27 12:18:00 AM,10152,80532
OFFICER,11393,,2015-12-27 12:32:00 AM,1804,95432
OFFICER,4733,,2015-12-27 08:45:00 AM,32194,64643
LIEUTENANT,556,,2015-12-27 08:56:00 AM,24562,2935
OFFICER,14953,,2015-12-27 08:54:00 AM,32400,52636
OFFICER,11069,,2015-12-27 08:56:00 AM,15230,5054
OFFICER,9936,,2015-12-27 11:33:00 AM,15456,81078
LIEUTENANT,199,,2015-12-27 12:00:00 AM,14630,13289
OFFICER,11186,,2015-12-27 11:36:00 AM,23494,81254
OFFICER,10773,,2015-12-27 11:10:00 AM,28367,87201
LIEUTENANT,199,,2015-12-27 11:53:00 AM,14630,13289
OFFICER,17733,,2015-12-27 12:11:00 AM,32408,82925
SERGEANT,1486,,2015-12-27 12:18:00 AM,32067,4758
LIEUTENANT,199,,2015-12-27 02:02:00 AM,14630,13289
OFFICER,5882,,2015-12-27 12:49:00 AM,32122,83780
SERGEANT,1486,,2015-12-27 12:52:00 AM,32067,4758
LIEUTENANT,199,,2015-12-27 01:59:00 AM,14630,13289
OFFICER,17733,,2015-12-27 12:18:00 AM,32408,82925
SERGEANT,1486,,2015-12-27 12:19:00 AM,32067,4758
LIEUTENANT,199,,2015-12-27 02:03:00 AM,14630,13289
OFFICER,5882,,2015-12-27 12:33:00 AM,32122,83780
SERGEANT,1486,,2015-12-27 12:38:00 AM,32067,4758
LIEUTENANT,199,,2015-12-27 01:57:00 AM,14630,13289
OFFICER,11974,,2015-12-27 01:52:00 AM,25098,82763
SERGEANT,1841,,2015-12-27 01:53:00 AM,9309,81107
OFFICER,10135,,2015-12-27 04:49:00 AM,22383,25098
SERGEANT,1088,,2015-12-27 04:52:00 AM,25580,8627
OFFICER,19643,,2015-12-27 04:50:00 AM,19195,95127
SERGEANT,1088,,2015-12-27 04:51:00 AM,25580,8627
SERGEANT,1088,,2015-12-27 04:50:00 AM,25580,8627
OFFICER,7594,,2015-12-27 04:50:00 AM,18752,83225
SERGEANT,1088,,2015-12-27 04:51:00 AM,25580,8627
OFFICER,3527,,2015-12-27 05:36:00 AM,9986,83367
SERGEANT,1836,,2015-12-27 05:51:00 AM,3017,83665
CAPTAIN,93,,2015-12-27 06:17:00 AM,6224,92419
SERGEANT,1836,,2015-12-27 06:10:00 AM,3017,83665
CAPTAIN,93,,2015-12-27 06:18:00 AM,6224,92419
OFFICER,16153,,2015-12-27 06:07:00 AM,7963,91876
OFFICER,17150,,2015-12-27 06:50:00 AM,15767,25596
SERGEANT,1595,,2015-12-27 06:52:00 AM,32200,26968
OFFICER,8420,,2015-12-27 06:54:00 AM,29529,87809
SERGEANT,1595,,2015-12-27 06:54:00 AM,32200,26968
OFFICER,15400,,2015-12-27 11:07:00 AM,24831,80352
OFFICER,7718,,2015-12-27 01:06:00 AM,9727,57353
OFFICER,14008,,2015-12-27 01:05:00 AM,16,39592
OFFICER,16142,,2015-12-27 01:19:00 AM,13828,39996
OFFICER,17702,,2015-12-27 01:56:00 AM,13437,82367
SERGEANT,1093,,2015-12-27 01:50:00 AM,3716,4979
OFFICER,19146,,2015-12-27 02:01:00 AM,23725,5556
OFFICER,11974,,2015-12-27 03:15:00 AM,25098,82763
SERGEANT,1841,,2015-12-27 03:34:00 AM,9309,81107
OFFICER,9565,,2015-12-27 03:27:00 AM,2676,87207
SERGEANT,1841,,2015-12-27 03:28:00 AM,9309,81107
SERGEANT,1841,,2015-12-27 04:00:00 AM,9309,81107
SERGEANT,1061,,2015-12-27 11:54:00 AM,10800,80447
OFFICER,13832,,2015-12-27 05:01:00 AM,451,87610
OFFICER,15937,,2015-12-27 03:48:00 AM,1283,87181
OFFICER,8496,,2015-12-27 03:53:00 AM,27669,80086
SERGEANT,1080,,2015-12-27 04:15:00 AM,31921,7214
OFFICER,10642,,2015-12-27 04:04:00 AM,8103,81149
SERGEANT,1080,,2015-12-27 04:14:00 AM,31921,7214
OFFICER,19511,,2015-12-27 04:04:00 AM,16032,93107
SERGEANT,1080,,2015-12-27 04:16:00 AM,31921,7214
OFFICER,4546,,2015-12-27 04:37:00 AM,29676,83193
SERGEANT,1080,,2015-12-27 05:14:00 AM,31921,7214
OFFICER,13089,,2015-12-27 05:18:00 AM,4659,92127
SERGEANT,2594,,2015-12-27 05:50:00 AM,24572,80888
OFFICER,6626,,2015-12-27 05:22:00 AM,24883,83481
SERGEANT,1080,,2015-12-27 05:57:00 AM,31921,7214
SERGEANT,1308,,2015-12-27 07:05:00 AM,12048,91581
SERGEANT,1308,,2015-12-27 07:11:00 AM,12048,91581
OFFICER,13259,,2015-12-27 07:44:00 AM,7028,65376
SERGEANT,2287,,2015-12-27 07:45:00 AM,22229,95422
OFFICER,18267,,2015-12-27 07:52:00 AM,1323,82940
SERGEANT,2287,,2015-12-27 07:53:00 AM,22229,95422
OFFICER,10766,,2015-12-27 03:36:00 AM,2852,90481
OFFICER,5327,,2015-12-27 03:48:00 AM,1616,95837
OFFICER,18529,,2015-12-27 05:03:00 AM,27994,87463
SERGEANT,2184,,2015-12-27 05:05:00 AM,4030,58707
OFFICER,4498,,2015-12-27 05:26:00 AM,12351,86679
SERGEANT,1345,,2015-12-27 05:44:00 AM,4588,68630
SERGEANT,2108,,2015-12-27 05:26:00 AM,17300,41279
OFFICER,18517,,2015-12-27 07:22:00 AM,13350,7778
OFFICER,4515,,2015-12-27 07:33:00 AM,7886,78126
OFFICER,14227,,2015-12-27 07:57:00 AM,4168,86675
OFFICER,16153,,2015-12-27 11:18:00 AM,7963,91876
OFFICER,15982,,2015-12-27 11:22:00 AM,18957,91912
OFFICER,15498,,2015-12-27 11:29:00 AM,8690,92233
OFFICER,13190,,2015-12-27 12:45:00 AM,21766,80866
SERGEANT,2020,,2015-12-27 12:47:00 AM,11007,87050
LIEUTENANT,537,,2015-12-27 12:57:00 AM,21309,80370
OFFICER,18813,,2015-12-27 01:34:00 AM,25311,85655
LIEUTENANT,172,,2015-12-27 01:57:00 AM,7039,11660
OFFICER,9220,,2015-12-27 03:58:00 AM,10505,81212
LIEUTENANT,330,,2015-12-27 04:08:00 AM,27736,64633
OFFICER,19328,,2015-12-27 08:12:00 AM,5571,87821
SERGEANT,1794,,2015-12-27 08:20:00 AM,20385,8714
OFFICER,5968,,2015-12-27 10:47:00 AM,16291,83232
SERGEANT,1068,,2015-12-27 11:06:00 AM,4636,79015
LIEUTENANT,183,,2015-12-27 12:26:00 AM,20125,66578
OFFICER,6245,,2015-12-27 01:10:00 AM,9322,83018
SERGEANT,1182,,2015-12-27 01:20:00 AM,5204,26951
LIEUTENANT,183,,2015-12-27 01:29:00 AM,20125,66578
OFFICER,7917,,2015-12-27 02:14:00 AM,12038,39670
SERGEANT,2029,,2015-12-27 02:15:00 AM,31030,80066
OFFICER,15583,,2015-12-27 04:27:00 AM,13574,23344
SERGEANT,1811,,2015-12-27 04:52:00 AM,14245,70066
LIEUTENANT,330,,2015-12-27 05:12:00 AM,27736,64633
OFFICER,15701,,2015-12-27 05:18:00 AM,14278,86503
OFFICER,14867,,2015-12-27 08:41:00 AM,4568,91292
OFFICER,6211,,2015-12-27 11:28:00 AM,9281,83923
OFFICER,13218,,2015-12-27 11:29:00 AM,13790,89495
OFFICER,12078,,2015-12-27 02:27:00 AM,24679,92383
OFFICER,13663,,2015-12-27 02:27:00 AM,14103,92384
OFFICER,16100,,2015-12-27 03:29:00 AM,22282,72968
OFFICER,18800,,2015-12-27 06:13:00 AM,1652,83567
OFFICER,12734,,2015-12-27 05:59:00 AM,22573,92528
OFFICER,19191,,2015-12-27 06:08:00 AM,30009,86741
OFFICER,14321,,2015-12-27 06:52:00 AM,11897,92838
OFFICER,19737,,2015-12-27 09:59:00 AM,22223,90046
LIEUTENANT,497,,2015-12-27 06:02:00 AM,18055,57829
OFFICER,17140,,2015-12-27 09:38:00 AM,14550,90028
LIEUTENANT,497,,2015-12-27 06:00:00 AM,18055,57829
OFFICER,14620,,2015-12-27 01:34:00 AM,25518,92323
SERGEANT,1400,,2015-12-27 01:35:00 AM,6254,67953
OFFICER,12531,,2015-12-27 02:29:00 AM,25789,92196
SERGEANT,1864,,2015-12-27 03:33:00 AM,27448,87764
OFFICER,4611,,2015-12-27 02:24:00 AM,10514,96116
SERGEANT,1864,,2015-12-27 02:25:00 AM,27448,87764
OFFICER,18529,,2015-12-27 02:52:00 AM,27994,87463
SERGEANT,1864,,2015-12-27 02:55:00 AM,27448,87764
OFFICER,18255,,2015-12-27 02:52:00 AM,23429,90228
SERGEANT,1864,,2015-12-27 02:55:00 AM,27448,87764
OFFICER,12313,,2015-12-27 01:55:00 AM,27084,59756
SERGEANT,1864,,2015-12-27 02:23:00 AM,27448,87764
SERGEANT,1864,,2015-12-27 02:24:00 AM,27448,87764
OFFICER,11522,,2015-12-27 02:28:00 AM,16615,81050
SERGEANT,1864,,2015-12-27 02:32:00 AM,27448,87764
OFFICER,11522,,2015-12-27 02:53:00 AM,16615,81050
SERGEANT,1864,,2015-12-27 02:55:00 AM,27448,87764
OFFICER,6285,,2015-12-27 03:09:00 AM,31498,89717
SERGEANT,2105,,2015-12-27 03:28:00 AM,28661,92274
OFFICER,16512,,2015-12-27 02:28:00 AM,26653,92676
SERGEANT,1864,,2015-12-27 03:34:00 AM,27448,87764
OFFICER,19191,,2015-12-27 10:55:00 AM,30009,86741
SERGEANT,1111,,2015-12-27 10:57:00 AM,5075,86876
OFFICER,12734,,2015-12-27 06:04:00 AM,22573,92528
SERGEANT,1111,,2015-12-27 07:02:00 AM,5075,86876
OFFICER,12822,,2015-12-27 08:16:00 AM,432,83301
SERGEANT,1111,,2015-12-27 08:16:00 AM,5075,86876
OFFICER,16681,,2015-12-27 07:56:00 AM,21477,83299
SERGEANT,1111,,2015-12-27 08:16:00 AM,5075,86876
OFFICER,6363,,2015-12-27 07:56:00 AM,31481,71351
SERGEANT,1111,,2015-12-27 08:17:00 AM,5075,86876
OFFICER,17364,,2015-12-27 07:59:00 AM,2110,83190
SERGEANT,1111,,2015-12-27 08:15:00 AM,5075,86876
OFFICER,10908,,2015-12-27 09:39:00 AM,18335,14299
OFFICER,6557,,2015-12-27 01:35:00 AM,11650,83175
SERGEANT,1841,,2015-12-27 01:36:00 AM,9309,81107
OFFICER,17274,,2015-12-27 08:12:00 AM,8803,83657
OFFICER,18585,,2015-12-27 08:11:00 AM,22053,87284
OFFICER,7885,,2015-12-27 05:09:00 AM,19964,87550
SERGEANT,2295,,2015-12-27 10:08:00 AM,8022,63563
SERGEANT,2295,,2015-12-27 07:21:00 AM,8022,63563
OFFICER,6323,,2015-12-27 12:38:00 AM,29166,86759
LIEUTENANT,495,,2015-12-27 01:17:00 AM,1097,40499
OFFICER,5330,,2015-12-27 01:08:00 AM,14896,6528
SERGEANT,1667,,2015-12-27 01:26:00 AM,22195,28171
OFFICER,4308,,2015-12-27 12:56:00 AM,13217,80791
LIEUTENANT,495,,2015-12-27 01:16:00 AM,1097,40499
OFFICER,14092,,2015-12-27 05:43:00 AM,427,95761
OFFICER,16126,,2015-12-27 07:24:00 AM,4614,92146
OFFICER,17090,,2015-12-27 07:43:00 AM,23777,88001
SERGEANT,2295,,2015-12-27 07:47:00 AM,8022,63563
OFFICER,17584,,2015-12-27 08:31:00 AM,26631,86711
SERGEANT,2295,,2015-12-27 08:46:00 AM,8022,63563
OFFICER,19054,,2015-12-27 12:00:00 AM,17365,5597
OFFICER,11507,,2015-12-27 12:40:00 AM,31394,14495
OFFICER,15363,,2015-12-27 11:47:00 AM,22220,80042
SERGEANT,934,,2015-12-27 11:49:00 AM,6678,62019
OFFICER,7861,,2015-12-27 11:40:00 AM,497,81104
SERGEANT,934,,2015-12-27 11:45:00 AM,6678,62019
SERGEANT,1142,,2015-12-27 03:17:00 AM,18655,80265
OFFICER,8468,,2015-12-27 06:10:00 AM,10330,28503
OFFICER,13488,,2015-12-27 06:08:00 AM,11089,80581
OFFICER,19975,,2015-12-27 04:39:00 AM,1989,86807
SERGEANT,1366,,2015-12-27 07:22:00 AM,16124,80968
OFFICER,6964,,2015-12-27 04:40:00 AM,21596,92649
SERGEANT,1366,,2015-12-27 07:21:00 AM,16124,80968
OFFICER,16681,,2015-12-27 04:52:00 AM,21477,83299
SERGEANT,1366,,2015-12-27 07:23:00 AM,16124,80968
OFFICER,17364,,2015-12-27 05:02:00 AM,2110,83190
SERGEANT,1366,,2015-12-27 07:25:00 AM,16124,80968
OFFICER,11423,,2015-12-27 05:35:00 AM,474,95066
SERGEANT,2104,,2015-12-27 05:36:00 AM,8214,25771
LIEUTENANT,537,,2015-12-27 05:49:00 AM,21309,80370
OFFICER,14640,,2015-12-27 05:35:00 AM,16235,96091
SERGEANT,2104,,2015-12-27 05:37:00 AM,8214,25771
LIEUTENANT,537,,2015-12-27 05:50:00 AM,21309,80370
SERGEANT,2462,,2015-12-27 10:21:00 AM,6765,64271
OFFICER,18998,,2015-12-27 08:45:00 AM,32294,40709
OFFICER,17787,,2015-12-27 04:21:00 AM,24161,13521
OFFICER,19913,,2015-12-27 04:22:00 AM,11556,13522
OFFICER,17317,,2015-12-27 04:10:00 AM,9316,87200
SERGEANT,1730,,2015-12-27 04:17:00 AM,29833,5105
OFFICER,10643,,2015-12-27 03:49:00 AM,10383,25389
SERGEANT,1730,,2015-12-27 03:58:00 AM,29833,5105
SERGEANT,1764,,2015-12-27 06:31:00 AM,26196,81129
SERGEANT,1764,,2015-12-27 06:32:00 AM,26196,81129
OFFICER,9871,,2015-12-27 08:59:00 AM,5914,87137
SERGEANT,1543,,2015-12-27 09:07:00 AM,3785,83966
OFFICER,19362,,2015-12-27 09:31:00 AM,16320,96338
OFFICER,9936,,2015-12-27 12:18:00 AM,15456,81078
LIEUTENANT,199,,2015-12-27 01:52:00 AM,14630,13289
OFFICER,19663,,2015-12-27 05:20:00 AM,25365,4927
OFFICER,18326,,2015-12-27 06:42:00 AM,19531,92433
SERGEANT,1543,,2015-12-27 07:14:00 AM,3785,83966
OFFICER,9811,,2015-12-27 07:22:00 AM,25455,92735
SERGEANT,1543,,2015-12-27 07:24:00 AM,3785,83966
OFFICER,16369,,2015-12-27 08:00:00 AM,22261,87544
SERGEANT,2145,,2015-12-27 08:01:00 AM,14839,25272
SERGEANT,2145,,2015-12-27 08:00:00 AM,14839,25272
OFFICER,18241,,2015-12-27 07:31:00 AM,14240,95632
OFFICER,17898,,2015-12-27 07:42:00 AM,21084,87171
OFFICER,15753,,2015-12-27 09:00:00 AM,24609,85869
SERGEANT,2462,,2015-12-27 09:01:00 AM,6765,64271
SERGEANT,1826,,2015-12-27 09:55:00 AM,14480,82823
LIEUTENANT,183,,2015-12-27 10:09:00 AM,20125,66578
SERGEANT,1826,,2015-12-27 09:54:00 AM,14480,82823
LIEUTENANT,183,,2015-12-27 10:08:00 AM,20125,66578
SERGEANT,814,,2015-12-27 10:31:00 AM,22890,78807
OFFICER,14844,,2015-12-27 10:16:00 AM,1819,92174
SERGEANT,814,,2015-12-27 10:32:00 AM,22890,78807
OFFICER,4502,,2015-12-27 11:35:00 AM,23701,92925
LIEUTENANT,330,,2015-12-27 11:58:00 AM,27736,64633
OFFICER,11042,,2015-12-27 11:41:00 AM,23150,92232
LIEUTENANT,330,,2015-12-27 11:58:00 AM,27736,64633
OFFICER,16455,,2015-12-27 01:22:00 AM,17510,95016
SERGEANT,1802,,2015-12-27 01:44:00 AM,21813,13568
OFFICER,16946,,2015-12-27 04:38:00 AM,25833,53074
OFFICER,2953,,2015-12-27 04:40:00 AM,8908,91852
LIEUTENANT,497,,2015-12-27 03:50:00 AM,18055,57829
OFFICER,3807,,2015-12-27 03:28:00 AM,10336,4859
LIEUTENANT,497,,2015-12-27 03:40:00 AM,18055,57829
OFFICER,3105,,2015-12-27 03:32:00 AM,1043,75087
SERGEANT,1061,,2015-12-27 03:34:00 AM,10800,80447
OFFICER,13817,,2015-12-27 06:16:00 AM,7080,92800
SERGEANT,1142,,2015-12-27 06:19:00 AM,18655,80265
OFFICER,2743,,2015-12-27 04:36:00 AM,7702,28284
SERGEANT,2249,,2015-12-27 04:52:00 AM,17062,41070
SERGEANT,2249,,2015-12-27 04:52:00 AM,17062,41070
OFFICER,12146,,2015-12-27 06:17:00 AM,16471,26289
SERGEANT,2636,,2015-12-27 06:25:00 AM,3361,23114
OFFICER,15926,,2015-12-27 06:09:00 AM,13322,77905
SERGEANT,2636,,2015-12-27 06:22:00 AM,3361,23114
OFFICER,17335,,2015-12-27 06:10:00 AM,13862,83415
SERGEANT,2636,,2015-12-27 06:22:00 AM,3361,23114
OFFICER,14143,,2015-12-27 06:12:00 AM,11449,12930
SERGEANT,2636,,2015-12-27 06:20:00 AM,3361,23114
OFFICER,15465,,2015-12-27 06:13:00 AM,30580,4560
SERGEANT,2636,,2015-12-27 06:20:00 AM,3361,23114
OFFICER,6814,,2015-12-27 03:46:00 AM,8642,92409
SERGEANT,1522,,2015-12-27 08:23:00 AM,21098,86631
LIEUTENANT,537,,2015-12-27 08:29:00 AM,21309,80370
OFFICER,17294,,2015-12-27 04:28:00 AM,7100,80930
SERGEANT,1522,,2015-12-27 05:40:00 AM,21098,86631
LIEUTENANT,537,,2015-12-27 07:42:00 AM,21309,80370
OFFICER,9258,,2015-12-27 04:30:00 AM,5991,80666
SERGEANT,1522,,2015-12-27 05:41:00 AM,21098,86631
LIEUTENANT,537,,2015-12-27 07:42:00 AM,21309,80370
OFFICER,3229,,2015-12-27 06:07:00 AM,15945,85409
OFFICER,11332,,2015-12-27 08:16:00 AM,5221,83103
SERGEANT,1522,,2015-12-27 08:25:00 AM,21098,86631
LIEUTENANT,537,,2015-12-27 08:36:00 AM,21309,80370
OFFICER,10418,,2015-12-27 09:23:00 AM,1071,92995
SERGEANT,1194,,2015-12-27 09:42:00 AM,3790,91991
SERGEANT,1543,,2015-12-27 08:22:00 AM,3785,83966
LIEUTENANT,582,,2015-12-27 09:09:00 AM,29134,32208
LIEUTENANT,582,,2015-12-27 09:22:00 AM,29134,32208
SERGEANT,1522,,2015-12-27 08:08:00 AM,21098,86631
SERGEANT,2020,,2015-12-27 08:18:00 AM,11007,87050
LIEUTENANT,537,,2015-12-27 08:51:00 AM,21309,80370
OFFICER,17957,,2015-12-27 08:04:00 AM,12873,86997
SERGEANT,1675,,2015-12-27 08:10:00 AM,29795,12841
OFFICER,9213,,2015-12-27 08:08:00 AM,9147,48875
SERGEANT,2020,,2015-12-27 08:17:00 AM,11007,87050
LIEUTENANT,537,,2015-12-27 08:49:00 AM,21309,80370
OFFICER,13307,,2015-12-27 08:37:00 AM,16711,25005
SERGEANT,1522,,2015-12-27 08:41:00 AM,21098,86631
LIEUTENANT,537,,2015-12-27 08:51:00 AM,21309,80370
OFFICER,15911,,2015-12-27 09:00:00 AM,11091,91017
SERGEANT,1543,,2015-12-27 09:06:00 AM,3785,83966
LIEUTENANT,582,,2015-12-27 09:27:00 AM,29134,32208
OFFICER,4810,,2015-12-27 10:08:00 AM,25555,39654
LIEUTENANT,421,,2015-12-27 11:01:00 AM,2769,80673
CAPTAIN,92,,2015-12-27 12:28:00 AM,24996,4535
OFFICER,4509,,2015-12-27 12:47:00 AM,24106,86687
CAPTAIN,92,,2015-12-27 12:57:00 AM,24996,4535
OFFICER,16239,,2015-12-27 12:58:00 AM,24615,87676
LIEUTENANT,172,,2015-12-27 01:11:00 AM,7039,11660
OFFICER,16890,,2015-12-27 12:48:00 AM,23110,89996
LIEUTENANT,172,,2015-12-27 01:11:00 AM,7039,11660
OFFICER,11932,,2015-12-27 04:52:00 AM,7389,91874
SERGEANT,2493,,2015-12-27 04:54:00 AM,12480,78555
SERGEANT,2116,,2015-12-27 04:53:00 AM,11704,90641
OFFICER,7536,,2015-12-27 06:19:00 AM,14900,83654
SERGEANT,2367,,2015-12-27 06:39:00 AM,4381,83399
OFFICER,13307,,2015-12-27 06:12:00 AM,16711,25005
SERGEANT,1522,,2015-12-27 06:13:00 AM,21098,86631
SERGEANT,974,,2015-12-27 11:51:00 AM,25578,87092
OFFICER,4308,,2015-12-27 09:58:00 AM,13217,80791
SERGEANT,974,,2015-12-27 11:17:00 AM,25578,87092
OFFICER,16887,,2015-12-27 10:43:00 AM,1647,80186
OFFICER,6285,,2015-12-27 01:55:00 AM,31498,89717
SERGEANT,2105,,2015-12-27 02:02:00 AM,28661,92274
OFFICER,13599,,2015-12-27 03:57:00 AM,25718,86512
OFFICER,7155,,2015-12-27 04:30:00 AM,8794,13725
SERGEANT,2339,,2015-12-27 04:51:00 AM,27274,25012
OFFICER,11321,,2015-12-27 05:44:00 AM,4252,87829
SERGEANT,2339,,2015-12-27 09:59:00 AM,27274,25012
SERGEANT,2339,,2015-12-27 10:04:00 AM,27274,25012
OFFICER,16341,,2015-12-27 09:00:00 AM,27688,80974
OFFICER,8265,,2015-12-27 09:34:00 AM,13555,31638
SERGEANT,2339,,2015-12-27 10:05:00 AM,27274,25012
OFFICER,8265,,2015-12-27 09:49:00 AM,13555,31638
SERGEANT,2339,,2015-12-27 10:07:00 AM,27274,25012
OFFICER,10600,,2015-12-27 09:55:00 AM,29763,4400
SERGEANT,2054,,2015-12-27 09:56:00 AM,4707,14437
OFFICER,14064,,2015-12-27 11:10:00 AM,9804,87362
SERGEANT,2121,,2015-12-27 11:20:00 AM,24612,61893
OFFICER,4385,,2015-12-27 01:01:00 AM,3721,76520
OFFICER,10904,,2015-12-27 01:02:00 AM,24845,14264
SERGEANT,2201,,2015-12-27 01:10:00 AM,17024,50254
SERGEANT,2201,,2015-12-27 02:12:00 AM,17024,50254
SERGEANT,2201,,2015-12-27 02:07:00 AM,17024,50254
OFFICER,19652,,2015-12-27 03:16:00 AM,4987,12078
OFFICER,4927,,2015-12-27 07:39:00 AM,15866,80108
OFFICER,10434,,2015-12-27 05:55:00 AM,19115,85191
SERGEANT,1675,,2015-12-27 06:05:00 AM,29795,12841
OFFICER,8135,,2015-12-27 07:43:00 AM,1581,14293
SERGEANT,2114,,2015-12-27 07:30:00 AM,16967,92462
OFFICER,14929,,2015-12-27 07:21:00 AM,6954,5894
OFFICER,15181,,2015-12-27 08:54:00 AM,3981,90716
SERGEANT,878,,2015-12-27 08:57:00 AM,18721,14703
OFFICER,15460,,2015-12-27 07:44:00 AM,17346,87099
OFFICER,14543,,2015-12-27 07:44:00 AM,16292,86790
OFFICER,14327,,2015-12-27 08:54:00 AM,11464,94846
SERGEANT,878,,2015-12-27 08:58:00 AM,18721,14703
SERGEANT,878,,2015-12-27 08:53:00 AM,18721,14703
OFFICER,19966,,2015-12-27 12:13:00 AM,7387,85542
SERGEANT,1675,,2015-12-27 12:59:00 AM,29795,12841
OFFICER,12550,,2015-12-27 12:57:00 AM,18654,86693
SERGEANT,1675,,2015-12-27 12:59:00 AM,29795,12841
OFFICER,13778,,2015-12-27 01:58:00 AM,13378,80705
OFFICER,8034,,2015-12-27 01:32:00 AM,11373,80500
OFFICER,7573,,2015-12-27 01:22:00 AM,25369,39754
OFFICER,7513,,2015-12-27 01:59:00 AM,8485,81057
OFFICER,13930,,2015-12-27 02:02:00 AM,7590,92071
OFFICER,11683,,2015-12-27 01:54:00 AM,60,92069
OFFICER,17949,,2015-12-27 05:53:00 AM,12013,53879
LIEUTENANT,191,,2015-12-27 05:56:00 AM,4149,90854
LIEUTENANT,191,,2015-12-27 05:54:00 AM,4149,90854
OFFICER,11870,,2015-12-27 05:22:00 AM,3928,24984
SERGEANT,960,,2015-12-27 05:24:00 AM,32211,80867
LIEUTENANT,556,,2015-12-27 05:33:00 AM,24562,2935
OFFICER,15822,,2015-12-27 05:20:00 AM,32316,87573
SERGEANT,960,,2015-12-27 05:23:00 AM,32211,80867
LIEUTENANT,556,,2015-12-27 05:34:00 AM,24562,2935
OFFICER,15937,,2015-12-27 12:26:00 AM,1283,87181
LIEUTENANT,199,,2015-12-27 12:44:00 AM,14630,13289
OFFICER,16316,,2015-12-27 02:58:00 AM,6259,88822
SERGEANT,1739,,2015-12-27 02:54:00 AM,21335,81046
OFFICER,7917,,2015-12-27 02:53:00 AM,12038,39670
OFFICER,16999,,2015-12-27 05:37:00 AM,20057,4646
SERGEANT,2379,,2015-12-27 05:39:00 AM,21509,79005
OFFICER,16829,,2015-12-27 05:07:00 AM,7609,87498
SERGEANT,2379,,2015-12-27 05:28:00 AM,21509,79005
SERGEANT,2145,,2015-12-27 07:37:00 AM,14839,25272
SERGEANT,2145,,2015-12-27 08:16:00 AM,14839,25272
DETECTIVE,21077,,2015-12-27 09:06:00 AM,5444,5745
SERGEANT,1068,,2015-12-27 09:08:00 AM,4636,79015
LIEUTENANT,183,,2015-12-27 11:10:00 AM,20125,66578
SERGEANT,2145,,2015-12-27 09:27:00 AM,14839,25272
OFFICER,4527,,2015-12-27 10:07:00 AM,25153,87174
SERGEANT,1068,,2015-12-27 10:09:00 AM,4636,79015
LIEUTENANT,183,,2015-12-27 11:14:00 AM,20125,66578
OFFICER,4689,,2015-12-27 10:25:00 AM,19280,86751
SERGEANT,1068,,2015-12-27 10:27:00 AM,4636,79015
LIEUTENANT,183,,2015-12-27 11:12:00 AM,20125,66578
OFFICER,13972,,2015-12-27 11:12:00 AM,29332,57395
OFFICER,15773,,2015-12-27 11:03:00 AM,29174,7739
OFFICER,14770,,2015-12-27 01:17:00 AM,19845,86875
SERGEANT,805,,2015-12-27 01:20:00 AM,312,24901
OFFICER,15878,,2015-12-27 11:54:00 AM,20536,91565
LIEUTENANT,486,,2015-12-27 12:45:00 AM,30029,6918
OFFICER,17832,,2015-12-27 12:59:00 AM,23775,92001
SERGEANT,805,,2015-12-27 01:04:00 AM,312,24901
OFFICER,5442,,2015-12-27 12:24:00 AM,27765,83199
LIEUTENANT,486,,2015-12-27 12:46:00 AM,30029,6918
OFFICER,12748,,2015-12-27 04:59:00 AM,4581,86738
SERGEANT,1834,,2015-12-27 05:01:00 AM,12040,4666
SERGEANT,1834,,2015-12-27 05:05:00 AM,12040,4666
OFFICER,11924,,2015-12-27 06:20:00 AM,9484,81034
SERGEANT,1515,,2015-12-27 11:28:00 AM,4654,91782
OFFICER,19129,,2015-12-27 11:32:00 AM,7842,91774
SERGEANT,1515,,2015-12-27 11:34:00 AM,4654,91782
OFFICER,14587,,2015-12-27 11:02:00 AM,24637,92138
SERGEANT,1515,,2015-12-27 11:28:00 AM,4654,91782
OFFICER,6377,,2015-12-27 11:08:00 AM,18616,87364
SERGEANT,1515,,2015-12-27 11:28:00 AM,4654,91782
SERGEANT,1320,,2015-12-27 11:17:00 AM,27226,4868
SERGEANT,1090,,2015-12-27 11:34:00 AM,29015,74556
SERGEANT,1320,,2015-12-27 12:09:00 AM,27226,4868
OFFICER,18669,,2015-12-27 07:03:00 AM,9292,59714
LIEUTENANT,191,,2015-12-27 07:26:00 AM,4149,90854
OFFICER,5249,,2015-12-27 07:46:00 AM,25165,79563
